    PID COMMAND
   2068 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
   2069 /usr/sbin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
   2196 /usr/libexec/rtkit-daemon
   2247 [krfcommd]
   2252 /usr/sbin/acpid
   2328 /usr/libexec/colord
   2448 /usr/bin/mongod --config /etc/mongod.conf
   2464 /usr/local/bin/systemd_exporter --log.format=logfmt --log.level=info --web.telemetry-path=/metrics --web.listen-address=0.0.0.0:9558
   2551 /usr/sbin/kerneloops --test
   2598 /usr/sbin/kerneloops
  15325 /usr/libexec/fwupd/fwupd
  72210 /usr/libexec/incus/incusd --group incus-admin --logfile=/var/log/incus/incus.log
  72253 [kworker/R-dio/n]
  72267 [spl_system_task]
  72268 [spl_delay_taskq]
  72269 [spl_dynamic_tas]
  72270 [spl_kmem_cache]
  72274 [zvol]
  72275 [arc_prune]
  72276 [arc_evict]
  72277 [arc_reap]
  72278 [dbu_evict]
  72279 [dbuf_evict]
  72280 [z_vdev_file]
  72300 [l2arc_feed]
  73211 [kworker/R-btrfs]
  73212 [kworker/R-btrfs]
  73213 [kworker/R-btrfs]
  73214 [kworker/R-btrfs]
  73215 [kworker/R-btrfs]
  73216 [kworker/R-btrfs]
  73217 [kworker/R-btrfs]
  73218 [kworker/R-btrfs]
  73219 [kworker/R-btrfs]
  73220 [kworker/R-btrfs]
  73221 [kworker/R-btrfs]
  73222 [kworker/R-btrfs]
  73223 [kworker/R-btrfs]
  73224 [btrfs-cleaner]
  73225 [btrfs-transaction]
  73252 dnsmasq --keep-in-foreground --strict-order --bind-interfaces --except-interface=lo --pid-file= --no-ping --interface=incusbr0 --dhcp-rapid-commit --no-negcache --quiet-dhcp --quiet-dhcp6 --quiet-ra --listen-address=10.149.24.1 --dhcp-no-override --dhcp-authoritative --dhcp-leasefile=/var/lib/incus/networks/incusbr0/dnsmasq.leases --dhcp-hostsfile=/var/lib/incus/networks/incusbr0/dnsmasq.hosts --dhcp-range 10.149.24.2,10.149.24.254,1h --listen-address=fd42:e1ff:fe99:7e1::1 --enable-ra --dhcp-range ::,constructor:incusbr0,ra-stateless,ra-names -s incus --interface-name _gateway.incus,incusbr0 -S /incus/ --conf-file=/var/lib/incus/networks/incusbr0/dnsmasq.raw -u nobody -g incus
 208505 [kworker/R-uas]
 210593 [jbd2/sda1-8]
 210594 [kworker/R-ext4-]
 222835 [kworker/9:2H-kblockd]
 467234 [lxc monitor] /var/lib/incus/containers first
 467252 /sbin/init
 467388 /lib/systemd/systemd-journald
 467426 /lib/systemd/systemd-udevd
 467456 /lib/systemd/systemd-networkd
 467458 /lib/systemd/systemd-resolved
 467463 /usr/sbin/cron -f -P
 467466 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
 467469 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
 467471 /usr/sbin/rsyslogd -n -iNONE
 467473 /lib/systemd/systemd-logind
 467484 /sbin/agetty -o -p -- \u --noclear --keep-baud console 115200,38400,9600 linux
 553511 [lxc monitor] /var/lib/incus/containers second
 553530 /sbin/init
 553665 /lib/systemd/systemd-journald
 553703 /lib/systemd/systemd-udevd
 553730 /lib/systemd/systemd-networkd
 553734 /lib/systemd/systemd-resolved
 553812 /usr/sbin/cron -f -P
 553830 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
 553836 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
 553837 /usr/sbin/rsyslogd -n -iNONE
 553838 /lib/systemd/systemd-logind
 553840 /sbin/agetty -o -p -- \u --noclear --keep-baud console 115200,38400,9600 linux
 614123 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
 674814 /usr/local/bin/vault server -config=/etc/vault/config.hcl
 775564 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
 803811 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
 804212 /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 32768 -container-ip 172.17.0.2 -container-port 5432
 804218 /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 32768 -container-ip 172.17.0.2 -container-port 5432
 804240 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 83dea560d9e7a8d0f0c2fbe3945fc0f4a4d74bd77c834bb8e8db311b01cf347d -address /run/containerd/containerd.sock
 804260 postgres -c jit=off
 804361 postgres: checkpointer   
 804362 postgres: background writer   
 804363 postgres: walwriter   
 804364 postgres: autovacuum launcher   
 804365 postgres: stats collector   
 804366 postgres: logical replication launcher   
 854017 [lxc monitor] /var/lib/incus/containers third
 854036 /sbin/init
 854160 /usr/lib/systemd/systemd-journald
 854223 /usr/lib/systemd/systemd-udevd
 854230 /usr/lib/systemd/systemd-resolved
 854236 [psimon]
 854237 /usr/lib/systemd/systemd-networkd
 854246 /usr/sbin/cron -f -P
 854247 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
 854251 /usr/lib/systemd/systemd-logind
 854254 /sbin/agetty -o -p -- \u --noclear --keep-baud - 115200,38400,9600 linux
 854261 /usr/sbin/rsyslogd -n -iNONE
 897297 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
1148913 /usr/local/bin/boundary server -config /etc/boundary/worker.hcl
1148940 /tmp/1278910805/boundary-plugin-kms-transit-qlnA1
1226289 /usr/local/bin/boundary server -config /etc/boundary/controller.hcl
1226316 /tmp/3392758284/boundary-plugin-kms-transit-cFFTj
1226324 postgres: 16/main: boundary boundary 127.0.0.1(39418) idle
1226326 /tmp/435487212/boundary-plugin-aws-CqGvA
1226340 /tmp/473678865/boundary-plugin-azure-LfKw9
1326205 [kworker/u25:0-hci0]
1328875 [kworker/u25:2-hci0]
1422543 /usr/local/bin/consul agent -server -ui -config-dir=/etc/consul
2006585 /usr/sbin/cupsd -l
2006588 /usr/sbin/cups-browsed
2171284 /usr/bin/falco -o engine.kind=modern_ebpf
2171285 /usr/bin/falcoctl artifact follow --allowed-types=rulesfile
2171786 /usr/bin/telegraf -config /etc/telegraf/telegraf.conf -config-directory /etc/telegraf/telegraf.d
2321117 [kworker/7:4-events]
2321659 [psimon]
2322011 gdm-session-worker [pam/gdm-password]
2322036 /usr/lib/systemd/systemd --user
2322042 (sd-pam)
2322060 /usr/bin/pipewire
2322061 /usr/bin/pipewire -c filter-chain.conf
2322063 /usr/bin/wireplumber
2322065 /usr/bin/pipewire-pulse
2322066 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
2322077 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
2322107 /usr/libexec/xdg-document-portal
2322120 /usr/libexec/xdg-permission-store
2322129 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
2322180 /usr/libexec/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
2322184 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
2322290 /usr/libexec/gnome-session-binary --session=ubuntu
2322384 /usr/libexec/gvfsd
2322390 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
2322399 /usr/libexec/at-spi-bus-launcher
2322406 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_1
2322412 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
2322413 /usr/libexec/gnome-session-ctl --monitor
2322428 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
2322468 /usr/bin/gnome-shell
2322484 /usr/libexec/mutter-x11-frames
2322489 /usr/libexec/at-spi2-registryd --use-gnome-session
2322578 /usr/libexec/gnome-shell-calendar-server
2322586 /usr/libexec/evolution-source-registry
2322593 /usr/libexec/dconf-service
2322603 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
2322606 /usr/libexec/goa-daemon
2322631 /usr/libexec/goa-identity-service
2322632 /usr/bin/ibus-daemon --panel disable --xim
2322634 /usr/libexec/gsd-a11y-settings
2322637 /usr/libexec/gsd-color
2322644 /usr/libexec/gsd-datetime
2322647 /usr/libexec/gsd-housekeeping
2322654 /usr/libexec/gsd-keyboard
2322656 /usr/libexec/gsd-media-keys
2322657 /usr/libexec/gsd-power
2322660 /usr/libexec/gsd-print-notifications
2322663 /usr/libexec/gsd-rfkill
2322665 /usr/libexec/gsd-screensaver-proxy
2322667 /usr/libexec/gsd-sharing
2322670 /usr/libexec/gsd-smartcard
2322672 /usr/libexec/gsd-sound
2322673 /usr/libexec/gsd-wacom
2322675 /usr/libexec/gsd-xsettings
2322692 /usr/libexec/evolution-calendar-factory
2322702 /usr/libexec/gvfs-udisks2-volume-monitor
2322746 /usr/libexec/gsd-disk-utility-notify
2322756 /usr/libexec/ibus-memconf
2322759 /usr/libexec/ibus-extension-gtk3
2322763 /usr/libexec/evolution-data-server/evolution-alarm-notify
2322770 /usr/libexec/ibus-x11 --kill-daemon
2322777 /usr/libexec/ibus-portal
2322790 /usr/libexec/gsd-printer
2322829 /usr/share/skypeforlinux/skypeforlinux --executed-from=/home/mehanic --pid=2322803 --enable-crashpad
2322872 /usr/libexec/evolution-addressbook-factory
2322880 /usr/lib/systemback/sbscheduler mehanic
2322916 /usr/share/skypeforlinux/skypeforlinux --type=zygote --no-zygote-sandbox --enable-crashpad --enable-crashpad
2322917 /usr/share/skypeforlinux/chrome-sandbox /usr/share/skypeforlinux/skypeforlinux --type=zygote --enable-crashpad
2322921 /usr/share/skypeforlinux/skypeforlinux --type=zygote --enable-crashpad --enable-crashpad
2322925 /usr/share/skypeforlinux/skypeforlinux --type=zygote --enable-crashpad --enable-crashpad
2322945 /usr/libexec/gvfs-gphoto2-volume-monitor
2322953 /usr/libexec/gvfs-afc-volume-monitor
2322959 /usr/libexec/gvfs-goa-volume-monitor
2322964 /usr/libexec/gvfs-mtp-volume-monitor
2322974 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
2323000 /usr/libexec/tracker-miner-fs-3
2323001 /usr/libexec/ibus-engine-simple
2323009 /usr/share/skypeforlinux/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/mehanic/.config/skypeforlinux/Crashpad --url=appcenter://generic?aid=70b7a841-531e-4f9a-9b55-ff40f9d0fb67&iid=41710df2-a82c-468b-5a41-edec52657776&uid=41710df2-a82c-468b-5a41-edec52657776 --annotation=IsOfficialBuild=1 --annotation=_companyName=Skype --annotation=_productName=skypeforlinux --annotation=_version=8.109.0.209 --annotation=exe=/usr/share/skypeforlinux/skypeforlinux --executed-from=/home/mehanic --pid=2322803 --enable-crashpad --annotation=lsb-release=Ubuntu 24.04.1 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=19.1.8 --initial-client-fd=42 --shared-client-connection
2323051 /usr/libexec/xdg-desktop-portal
2323054 /usr/share/skypeforlinux/skypeforlinux --type=gpu-process --enable-crashpad --crashpad-handler-pid=2323009 --enable-crash-reporter=3dc70abb-5e8e-46b7-9323-caf1d8ff6dcf,no_channel --user-data-dir=/home/mehanic/.config/skypeforlinux --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=0,i,8632601875562355351,520303187559262024,131072 --disable-features=SpareRendererForSitePerProcess
2323065 /usr/libexec/xdg-desktop-portal-gnome
2323067 /usr/share/skypeforlinux/skypeforlinux --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-crashpad --crashpad-handler-pid=2323009 --enable-crash-reporter=3dc70abb-5e8e-46b7-9323-caf1d8ff6dcf,no_channel --user-data-dir=/home/mehanic/.config/skypeforlinux --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,8632601875562355351,520303187559262024,131072 --disable-features=SpareRendererForSitePerProcess --enable-crashpad
2323083 /usr/share/skypeforlinux/skypeforlinux --type=renderer --enable-crashpad --crashpad-handler-pid=2323009 --enable-crash-reporter=3dc70abb-5e8e-46b7-9323-caf1d8ff6dcf,no_channel --user-data-dir=/home/mehanic/.config/skypeforlinux --app-path=/usr/share/skypeforlinux/resources/app.asar --no-sandbox --no-zygote --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --ms-disable-indexeddb-transaction-timeout --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --launch-time-ticks=411149128796 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,8632601875562355351,520303187559262024,131072 --disable-features=SpareRendererForSitePerProcess --skype-process-type=Main --skype-window-id=__MAIN_ROOT_VIEW_ID__ --enable-crashpad
2323087 /usr/libexec/gvfsd-metadata
2323089 /usr/libexec/gvfsd-trash --spawner :1.18 /org/gtk/gvfs/exec_spaw/0
2323104 /usr/share/skypeforlinux/skypeforlinux --type=broker
2323139 /usr/libexec/xdg-desktop-portal-gtk
2323190 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
2323364 /usr/lib/x86_64-linux-gnu/opera/opera
2323368 /usr/lib/x86_64-linux-gnu/opera/opera_crashreporter --monitor-self-annotation=ptype=crashpad-handler --database=/home/mehanic/.config/opera/Crash Reports --url=https://crashstats-collector-2.opera.com/ --annotation=channel=Stable --annotation=lsb-release=Ubuntu 24.04.1 LTS --annotation=plat=Linux --annotation=prod=OperaDesktop --annotation=ver=114.0.5282.94 --initial-client-fd=5 --shared-client-connection --crash-count-file=/home/mehanic/.config/opera/crash_count.txt
2323374 /usr/lib/x86_64-linux-gnu/opera/opera --type=zygote --no-zygote-sandbox --crashpad-handler-pid=2323368 --change-stack-guard-on-fork=enable
2323375 /usr/lib/x86_64-linux-gnu/opera/opera --type=zygote --crashpad-handler-pid=2323368 --change-stack-guard-on-fork=enable
2323377 /usr/lib/x86_64-linux-gnu/opera/opera --type=zygote --crashpad-handler-pid=2323368 --change-stack-guard-on-fork=enable
2323401 /usr/lib/x86_64-linux-gnu/opera/opera --type=gpu-process --crashpad-handler-pid=2323368 --change-stack-guard-on-fork=enable --with-feature:cashback-assistant=on --with-feature:address-bar-dropdown-autocompleted-domains=off --with-feature:address-bar-dropdown-cities=on --with-feature:address-bar-keywords-monetization=on --with-feature:amazon-new-ids=on --with-feature:amp-requests-stats=on --with-feature:aria-command-line-in-extension=on --with-feature:aria-command-line-react=on --with-feature:cashback-assistant=on --with-feature:continue-on-booking=on --with-feature:continue-on-shopping-via-amp=off --with-feature:continue-shopping=on --with-feature:continue-shopping-2=on --with-feature:continue-shopping-5=on --with-feature:continue-shopping-structured-partners=on --with-feature:feature-remote-disable-updates-testing-flag=off --with-feature:feature-remote-updates-testing-flag=on --with-feature:lucid-mode-hide-text=on --with-feature:native-crypto-wallet=on --with-feature:opera-startpage-special=on --with-feature:password-generator=off --with-feature:proxy-switcher-ui-default-visible=on --with-feature:sd-suggestions-external=on --with-feature:session-restore-attribution=on --with-feature:shopping-corner=on --with-feature:sitecheck-age=on --with-feature:specific-keywords=on --with-feature:startpage-content-phase-1=off --with-feature:startpage-opening-animation=off --with-feature:startpage-sync-banner=on --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,12997242860657388762,8427440488830617525,262144 --disable-features=CertificateTransparencyAskBeforeEnabling --variations-seed-version
2323404 /usr/lib/x86_64-linux-gnu/opera/opera --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-quic --crashpad-handler-pid=2323368 --change-stack-guard-on-fork=enable --with-feature:cashback-assistant=on --with-feature:address-bar-dropdown-autocompleted-domains=off --with-feature:address-bar-dropdown-cities=on --with-feature:address-bar-keywords-monetization=on --with-feature:amazon-new-ids=on --with-feature:amp-requests-stats=on --with-feature:aria-command-line-in-extension=on --with-feature:aria-command-line-react=on --with-feature:cashback-assistant=on --with-feature:continue-on-booking=on --with-feature:continue-on-shopping-via-amp=off --with-feature:continue-shopping=on --with-feature:continue-shopping-2=on --with-feature:continue-shopping-5=on --with-feature:continue-shopping-structured-partners=on --with-feature:feature-remote-disable-updates-testing-flag=off --with-feature:feature-remote-updates-testing-flag=on --with-feature:lucid-mode-hide-text=on --with-feature:native-crypto-wallet=on --with-feature:opera-startpage-special=on --with-feature:password-generator=off --with-feature:proxy-switcher-ui-default-visible=on --with-feature:sd-suggestions-external=on --with-feature:session-restore-attribution=on --with-feature:shopping-corner=on --with-feature:sitecheck-age=on --with-feature:specific-keywords=on --with-feature:startpage-content-phase-1=off --with-feature:startpage-opening-animation=off --with-feature:startpage-sync-banner=on --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12997242860657388762,8427440488830617525,262144 --disable-features=CertificateTransparencyAskBeforeEnabling --variations-seed-version
2323415 /usr/lib/x86_64-linux-gnu/opera/opera --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --enable-quic --crashpad-handler-pid=2323368 --change-stack-guard-on-fork=enable --with-feature:cashback-assistant=on --with-feature:address-bar-dropdown-autocompleted-domains=off --with-feature:address-bar-dropdown-cities=on --with-feature:address-bar-keywords-monetization=on --with-feature:amazon-new-ids=on --with-feature:amp-requests-stats=on --with-feature:aria-command-line-in-extension=on --with-feature:aria-command-line-react=on --with-feature:cashback-assistant=on --with-feature:continue-on-booking=on --with-feature:continue-on-shopping-via-amp=off --with-feature:continue-shopping=on --with-feature:continue-shopping-2=on --with-feature:continue-shopping-5=on --with-feature:continue-shopping-structured-partners=on --with-feature:feature-remote-disable-updates-testing-flag=off --with-feature:feature-remote-updates-testing-flag=on --with-feature:lucid-mode-hide-text=on --with-feature:native-crypto-wallet=on --with-feature:opera-startpage-special=on --with-feature:password-generator=off --with-feature:proxy-switcher-ui-default-visible=on --with-feature:sd-suggestions-external=on --with-feature:session-restore-attribution=on --with-feature:shopping-corner=on --with-feature:sitecheck-age=on --with-feature:specific-keywords=on --with-feature:startpage-content-phase-1=off --with-feature:startpage-opening-animation=off --with-feature:startpage-sync-banner=on --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12997242860657388762,8427440488830617525,262144 --disable-features=CertificateTransparencyAskBeforeEnabling --variations-seed-version
2323467 /usr/lib/x86_64-linux-gnu/opera/opera --type=renderer --crashpad-handler-pid=2323368 --extension-process --change-stack-guard-on-fork=enable --with-feature:cashback-assistant=on --with-feature:address-bar-dropdown-autocompleted-domains=off --with-feature:address-bar-dropdown-cities=on --with-feature:address-bar-keywords-monetization=on --with-feature:amazon-new-ids=on --with-feature:amp-requests-stats=on --with-feature:aria-command-line-in-extension=on --with-feature:aria-command-line-react=on --with-feature:cashback-assistant=on --with-feature:continue-on-booking=on --with-feature:continue-on-shopping-via-amp=off --with-feature:continue-shopping=on --with-feature:continue-shopping-2=on --with-feature:continue-shopping-5=on --with-feature:continue-shopping-structured-partners=on --with-feature:feature-remote-disable-updates-testing-flag=off --with-feature:feature-remote-updates-testing-flag=on --with-feature:lucid-mode-hide-text=on --with-feature:native-crypto-wallet=on --with-feature:opera-startpage-special=on --with-feature:password-generator=off --with-feature:proxy-switcher-ui-default-visible=on --with-feature:sd-suggestions-external=on --with-feature:session-restore-attribution=on --with-feature:shopping-corner=on --with-feature:sitecheck-age=on --with-feature:specific-keywords=on --with-feature:startpage-content-phase-1=off --with-feature:startpage-opening-animation=off --with-feature:startpage-sync-banner=on --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1728323922895354 --launch-time-ticks=411154620681 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,12997242860657388762,8427440488830617525,262144 --disable-features=CertificateTransparencyAskBeforeEnabling --variations-seed-version
2323476 /usr/lib/x86_64-linux-gnu/opera/opera --type=broker
